YAL035W,-0.102073119,0.009138926,-0.082044237,-0.2,0.17,-0.36,0.21,-0.48,0.09,-0.22,0.14,1.29,-0.2,-0.22,-0.28,0.15544702,-0.1,-0.24,0.42,1.92,-0.32,-1.63,-0.221788661,0.251320072
YAL036C,0.83,0.75,0.33,0.1,-0.27,0.45,0.62,0.32,-0.6,0.27,-0.27,0.21,-0.4,-0.11,-0.55,0.24,-0.19,0.27,-0.5,-0.47,-0.83,0.05,-0.19,-0.11
YAL037W,-0.005615939,0.31,0.17,-0.37,1.04,-0.22,0.85,-0.79,0.64,-0.27,-0.09,-0.47,0.21,-0.92,0.81,-0.34,0.49,-0.55,1.05,0.27,0.63,-1.22,-0.55,-0.68
YAL038W,-0.72,-0.65,-0.6,-0.2,-0.13,0.33,-0.53,0.26,-0.18,0.35,0.18,0.34,0.28,0.16,0.15,0.11,0.57,0.32,0.23,0.19,-0.29,-0.02,-0.07,-0.08
YAL039C,0.74,0.34,-0.24,-0.14,-1.22,-0.16,-0.21,0.2,-0.47,0.35,0.11,0.52,-0.48,-0.13,-0.26,-0.03,-0.2,0.11,-0.05,0.34,-0.41,0.52,0.29,0.43
YAL040C,0.49,0.62,0.05,-0.13,0.02,0.04,-0.14,0.24,0.91,0.42,0.58,-0.2,0.03,-0.38,-0.31,-0.56,0.17,-0.3,0.36,-0.26,0.11,-0.5,-0.66,-0.59
YAL041W,-0.014937889,-0.16,0,0.18,0.13,0.25,-0.08,0.34,0.05,0.22,-0.28,0.09,-0.26,-0.12,-0.06,0.21,-0.43,-0.04,0.32,0.17,-0.01,0,-0.14,-0.37
YAL042W,-0.06,-0.15,-0.03,0.11,-0.06,0.41,-0.67,0.29,-0.08,0.3,-0.19,0.23,-0.01,0.06,-0.17,0.07,0.11,0.27,-0.035608489,-0.29,-0.29,0.14,-0.06,0.11
YAL043C,-0.016772994,0.13,-0.02,0.14,0.21,-0.74,0.12,0.4,0.08,0.17,-0.25,-0.04,-0.12,-0.02,-0.09,0.16,0.28,-0.05,0.31,0.17,0.27,-0.41,-0.32,-0.36
YAL044C,0.2,-0.4,-0.46,-0.32,-0.66,0.03,-0.79,0.1,-0.89,0.05,-0.97,0.17,-0.31,0.18,-0.14,0.46,0.4,0.87,-0.24,0.22,-0.44,0.84,0.7,1.38
YAL047C,0.004412991,0.27,0.26,-0.11,-0.13,0.03,-0.04,0.02,-0.3,0.03,-0.38,0.02,-0.09,-0.16,0.29,0.02,-0.14,-0.21,-0.08,0.46,0.2,0.18,-0.01,-0.13
YAL048C,-0.49,-0.01,0.02,-0.12,0.1,0.1,0.11,0.01,-0.01,-0.39,-0.49,1.92,0.02,-0.13,-0.05,-0.35,-0.01,-0.25,0.53,0.05,0.31,-0.25,-0.29,-0.35
YAL049C,-0.07,-0.08,-0.32,-0.32,-0.33,-0.26,0.09,-0.23,0.37,0.04,0.18,0.82,-0.07,0.25,0.08,-0.18,-0.42,-0.08,0.02,0.06,-0.15,0.17,0.14,0.28
YAL051W,-0.33,0.11,0.2,0.26,-0.04,0.34,-0.31,-0.27,-0.29,0.27,-0.35,0.3,-1.19,0.19,-0.44,0.11,0.14,0.17,0.27,0.32,0.06,0.2,0.08,0.22
YAL053W,-0.319005414,-1.065392988,0.734150128,-0.19,0.52,-0.7,-0.25,-1.05,0.31,-0.19,0.86,0.35,0.79,0.02,0.34,-0.144840921,0.21,-0.95,0.62,-0.69,0.47,-0.48,-0.474884655,1.27997385
YAL054C,-0.37,-0.13,-0.22,-0.33,0.77,-0.75,-0.37,-0.51,0.66,-0.44,0.6,-0.55,0.92,-1.06,0.67,-0.006836983,0.84,-0.75,0.67,0.72,1.36,-0.6,-0.44,-0.68
YAL055W,-0.37622849,0.512510542,-0.653740811,-0.069285912,0.128177408,-0.815846479,-0.428500186,0.022417687,0.096145561,0.478542923,-0.010636768,-0.220739761,0.362032228,0.230179589,-0.03857956,0.521391448,-1.051826973,0.010232559,-0.349728548,-0.412522875,1.190215266,0.018847788,-0.124638075,0.981581439
YAL056W,-0.25,-0.02,-0.25,-0.16,0.09,0.06,0.26,0.14,0.21,-0.19,-0.11,-0.23,-0.5,-0.19,0.25,-0.29,0.29,-0.45,0.53,0.38,0.66,0.06,-0.05,-0.23
YAL058W,0.064068619,-0.140610097,0.038268049,-0.52,0.2,-0.76,0.21,-0.2,0.49,-0.02,0.22,-0.26,-0.2,0,0.17,0.008896518,0.28,-0.42,0.66,0.01,0.36,-0.23,0.208002874,-0.168625963
YAL059W,1.2,1.32,0.74,0.07,0.27,-0.06,0.07,0.15,-0.53,-0.04,0.12,-0.25,-0.27,-0.67,-0.31,-0.002600777,-0.15,-0.07,-0.19,0.28,-0.25,-0.24,-0.71,-0.48
YAL060W,0.062625091,0.215352829,-0.293477722,-1.07,-0.11,-0.89,0.1,-0.39,0.57,-0.4,-0.06,-0.48,-0.16,-0.39,0.39,-0.108660721,0.34,0.06,1.29,0.19,0.92,0.1,-0.060588405,0.174748928
YAL061W,-0.85,-0.41,-0.64,-0.56,0.53,-0.73,0.42,-0.6,0.43,-0.37,0.61,-0.39,0.73,-0.56,0.61,0.002969279,0.29,-0.68,0.35,0.36,1.49,-0.03,-0.03,0.03
YAL062W,-0.312798036,0.068750716,0.299844501,-0.27,0.53,-0.51,0.2,-0.27,0.41,-0.33,0.07,-0.38,-0.07,-0.27,0.02,-0.296290909,0,-0.31,0.66,0.33,0.49,-0.3,-0.658523635,0.899017363
YAL063C,0.56,0.41,0.43,0.22,0.03,0.2,-0.38,0.21,-0.34,0.06,0.11,-0.64,0.04,0,0,-0.04,0.28,-0.08,-0.1,-0.34,-0.24,-0.13,-0.13,-0.13
YAL064C-A,-0.2,0.2,0.24,0.62,0.24,-0.51,0.45,-0.01750869,0.18,0,0.25,-0.36,0.09,0.34,0.19,-0.69,0.2,-0.67,-0.04,-0.49,0.44,-0.42,0.35,-0.39
YAL067C,-0.48,0.24,1.09,1,1.83,-0.66,0.25,-1.1,-0.1,-0.58,0.04,-0.02325337,0.99,-0.48,1.05,-0.87,0.58,-1.18,0.61,0.1,0.47,-1.26,-0.9,-0.63
YAL068C,0.527750103,-0.244538099,-0.700137835,0.944164208,0.227177312,-0.400637493,0.278188648,0.590664076,0.285774214,0.246074587,0.126340645,0.377093542,-0.4445127,-0.8,-0.800800885,0.272102598,0.329936567,-0.47438514,-0.106812741,0.8,-0.02693557,-0.394144192,-0.622358247,0.009996401
YAR002C-A,-0.18,0.14,0.19,-0.2,0.45,-0.75,0.38,-0.2,0,0.04,-0.13,0.410979208,0.05,0.14,-0.789965319,-0.9,0.3,-0.045316797,0.740769913,0.38,0.69,-0.38,-0.306467005,-0.03
YAR002W,0.23,0.45,0.18,-0.26564787,-0.23,0.103474549,-0.14,-0.02414664,-0.73,0.27,0.23,-0.07,0.7,0.08,-0.38,0.363562617,-0.14,-0.177242655,-0.51,-0.1,-0.59,0.48,0.16,0.11
YAR003W,-0.016794933,-0.09,0.23,-0.17,-0.17,-0.44,-0.59,-0.51,-0.23,0.36,0.52,0.67,0.57,-0.49,0.28,-0.15,0.23,-0.42,0.25,-0.09,0.16,0.1,-0.04,0.03
YAR007C,-0.09,0.99,1.53,-0.11,-0.59,-1.21,-1.43,-1.37,-1.16,0.72,0.94,1.15,0.85,0.99,0.15,-0.43,-0.66,-0.85,-1.06,-0.34,-0.09,0.79,0.6,0.66
YAR008W,-0.000786028,1.02,0.75,-0.65,-0.01,-1.11,-0.31,-0.88,0.22,-0.11,0.58,0.64,0.43,0.02,0.12,-0.55,-0.21,-0.79,0.35,0.07,0.79,0.01,-0.13,-0.25
YAR014C,0.44,0.42,0.03,-0.11,0.35,-0.27,-0.43,-0.31,-0.42,-0.33,0.25,-0.53,0.28,-0.42,-0.24,-0.001664204,0.32,-0.4,0.36,0.89,0.5,0.03,-0.27,-0.13
YAR015W,-1.215909005,1.452392603,-0.91373424,-0.64,-0.35,-0.53,0.39,-0.06,0.29,-0.05,-0.3,-0.25,-0.05,-0.18,-0.02,0.308080528,-0.04,0.09,0.56,0.49,0.39,0.25,-0.594999897,0.974170011
YAR018C,0.23,-0.82,-1.2,-1.11,-0.04,-0.16,0.4,1.12,0.34,0.39,0.21,-0.5,-0.2,-0.7,-1.17,0.009172573,-0.1,0.27,0.37,1.74,0.63,0.59,0.03,-0.33
YAR019C,-0.148173624,0.28981473,-0.49,-0.44,0.25,-0.7,0.34,-0.04,0.51,-0.33,0.13,-0.12,-0.02,0.1,0.37,-0.842346593,0.15,-0.39,0.8,0.03,0.35,-0.49,0.034516228,0.656189258
YAR020C,0.15,0.36,0.11,-0.22,0.19,-0.42,0.73,-0.82,0.32,-0.42,0.46,-0.77,0.34,0.24,0.52,-0.02,0.35,-0.24,0.74,-0.08,0.6,-1.54,-0.17,-0.4
YAR023C,-0.588435216,0.364456321,0.126489387,-0.76,0.41,-1.64,0.63,-0.51,0.42,-0.6,0.36,-0.46,0.1,-0.01,0.94,-0.010653048,0.57,-0.43,0.87,0.22,0.63,-0.72,-0.122625232,0.210767788
YAR027W,-0.39,-0.26,-0.11,-0.07,0.57,-0.59,0.16,-0.42,0.18,0.03,0.54,-0.15,0.52,-0.16,0.04,-0.001736764,-0.1,-0.5,0.01,0.65,0.39,-0.04,-0.23,-0.07
YAR028W,-0.021735716,-0.17,-0.06,-0.06,0.32,-0.36,1.41,-0.25,0.33,-0.37,0.19,0.09,0.09,-0.29,0.26,-0.45,0.33,-0.52,0.57,0.06,0.43,-0.37,-0.55,-0.61
YAR029W,-0.03,0.45,0.09,-0.2,-0.06,-0.18,0.47,-0.8,0.38,-0.66,0.53,-0.02047539,0.25,-0.74,1.09,-0.09,0.58,-0.36,0.47,-0.04,0.71,-1.04,-0.17,-0.64
YAR031W,0,-0.02,-0.16,-0.34,0.73,-0.78,0.56,-0.47,0.31,-0.26,0.52,-0.15,0.59,-0.62,0.34,-0.03054553,0.44,-0.66,0.35,0.47,0.44,-0.44,-0.47,-0.36
YAR033W,0.406249195,-0.878137454,-0.384209991,-0.43,0.38,-0.61,0.01,-0.4,0.43,-0.19,0.27,-0.23,0.16,-0.21,0.24,0.0110705,0.35,-0.47,0.55,-0.03,0.51,-0.34,0.165236837,0.689790912
YAR035W,-0.1,0.04,-0.15,-0.09,0.29,-0.13,0.18,-0.12,0.38,0,-0.49,0.26,0.33,-0.06,0.2,-0.3,0.19,-0.47,0.54,-0.23,0.64,-0.25,-0.2,-0.49
YAR042W,0.004961853,0.23,-0.02,0.05,0.22,0.14,-0.28,0.41,0.04,0.19,-0.56,-0.06,-0.23,0.11,-0.36,0.05,0.15,-0.23,0.14,0.33,-0.08,0.33,-0.23,-0.34
YAR050W,0.000967797,0.17,-0.07,0.1,0.11,-0.21,0.18,0.18,0.38,-0.21,0.18,-0.13,0.14,-0.21,0.04,-0.26,0.56,-0.16,0.55,-0.41,0.17,-0.24,-0.08,-0.78
YAR064W,-0.162833606,-0.028026287,0.055039351,-0.8,0.49,-0.82,-0.96,-0.77,0.26,-0.51,0.37,-0.42,0.58,-0.15,0.24,0.448432223,0.63,-0.82,1.62,1.11,0.41,-0.47,0.16468134,-0.467293022
YAR066W,-0.54,-0.33,-0.22,0.77,-0.26,-0.3,0.03,0.21,-0.02,-0.15,0.25,0.8,-0.03,0.56,0.057214872,-0.75,-0.057140085,0.26,0.29,-0.17,0.32,-0.77,0.32,-0.27
YAR068W,-0.4,-0.06,0.14,-0.49,0.44,-1.03,1.38,-0.79,0.2,-0.32,0.22,-0.52,0.31,0.06,0.62,-0.002894842,0.19,-0.26,0.16,0.56,0.66,-0.47,-0.4,-0.21
YAR071W,-0.242473961,-0.459379461,-0.240779732,-1.73,-0.4,0.13,0.47,1.15,1.86,0.42,0.4,-0.85,-0.75,-1.28,-1.4,0.417920703,-0.09,0.36,0.55,1.17,0.73,-0.73,0.127622533,0.387089916
YAR073W,-0.28,0.35,0.34,0.03,0.75,-0.44,0.56,-0.5,0.58,-0.44,0.09,-0.44,0.02,-0.38,-0.03,-0.00691237,0.26,-0.21,0.65,0.28,0.68,-0.76,-0.86,-0.24
YAR075W,-0.06,0.31,0.21,0.1,0.47,-0.21,0.41,0.12,0.21,-0.46,-0.08,0.12,0.19,-0.37,0.09,-0.33,0.22,-0.1,0.75,-0.23,0.35,-0.76,-0.25,-0.73
YBL001C,-0.13,-0.31,0.6,0.649204325,0.65,-0.77,0.72,-0.81,-0.26,-0.63,-0.21,0.27,0.19,0.08,0.95,-0.64920819,0.19,-0.21,0.19,-0.09,0.44,-0.7,-0.37,0.21
YBL002W,0.00954405,-1.32,1.3,0.92,1.72,-0.61,-0.69,-1.76,-1.36,-1.32,0.26,1.01,0.2,1.45,1.63,0.43,0.91,-0.4,-0.36,-0.16,-0.57,-0.84,-0.52,0.08
YBL003C,-1.29,-0.83,1.26,1.49,1.03,0.13,-0.64,-1.33,-1.91,-1.12,-0.31,1.11,1.24,1.79,1.33,0.85,0.3,0.06,-0.44,-1.15,-0.83,-0.81,-0.19,0.28
YBL004W,0.006846886,0.14,-0.07,0.24,0.08,0.26,-0.07,0.57,0.17,0.16,-0.34,-0.11,-0.47,-0.18,-0.14,0.05,0.02,-0.02,0.68,-0.09,0.27,-0.36,-0.34,-0.45
YBL005W,0.11,0.32,-0.02,0.43,0.06,0.36,0.31,0.35,-0.32,0.47,-0.16,0.2,-0.44,0.39,-0.4,0.13,-1.64,-0.1,-0.47,0.03,0.21,0,0.13,0.05
YBL006C,-0.96,0.16,0.010662583,0.28,0.24,0.5,-0.03,0.1,-0.5,0.18,-1.05,0.16,-0.28,0.02,0.16,0.28,0.04,0.15,-0.32,0.52,-0.4,0.33,0.11,0.3
YBL007C,-0.28,-0.35,-0.21,0.03,0.4,0.24,0.01,0.22,0.14,-0.55,-0.22,-0.37,0.21,-0.21,-0.15,-0.13,0.51,-0.26,0.66,0.1,0.54,0.03,-0.19,-0.17
YBL008W,-0.05,0.13,0.06,0,0.16,-0.43,0.32,-0.06,0.12,0.09,0,0.16,0.41,0.19,0.17,-0.45,0.2,-0.6,0.05,-0.16,0.69,-0.55,-0.16,-0.29
YBL009W,-0.33,0.33,0.91,0.59,0.52,-0.47,-0.02,-0.56,-0.73,-0.11,0.03,0.18,0.22,0.5,0.18,0.41,-0.02,0.13,-0.13,-0.25,0.07,-0.73,-0.38,-0.35
YBL010C,-0.023435882,0.27,-0.006386338,-0.29,0.28,-0.27,0.23,-0.31,-0.31,-0.12,-0.54,0.47,0.07,0.06,0.35,-0.59,0.37,-0.31,0.12,0.34,0.63,-0.15,-0.15,-0.12
YBL011W,0.28,0.27,-0.1,-0.02,0,0.17,-0.37,-0.16,-0.34,-1.83,0.1,1.1,-0.06,0.92,0.06,0.39,0.11,0.11,-0.02,0.17,0.79,0.22,0.18,-1.98
YBL013W,0.17,0.26,0.38,-0.25,1.07,-0.39,0.4,-0.02,0.21,-0.49,-0.02,0.013154133,-0.39,0.16,0.04,-0.88,-0.18,0.4,0.36,-0.2,0.94,-0.68,-0.46,-0.44
YBL014C,0.112318721,0.62,0.549220014,-0.1,0.34,-0.24,0.39,0.1,0.07,-0.15,-0.63153994,0.09,0.03,-0.1,0.13,-0.1,-0.05,-0.59,0.34,0.44,0.09,-0.53,-0.28,-0.53
YBL015W,-0.85,-0.31,-0.54,-0.3,0.73,-0.68,0.42,-0.68,0.43,-0.11,0.32,-0.46,0.15,-0.25,0.79,-0.003233893,-0.06,-0.56,0.42,0.69,1.18,-0.21,-0.14,0.02
YBL016W,0.206881261,-0.348318468,-0.054200831,-0.17,0.16,-0.45,0.12,-0.09,0.22,0.02,0.12,-0.18,-0.36,-0.35,-0.55,0.536850579,-0.33,-0.25,-0.17,0.74,0.74,0.78,0.417775929,-0.758988469
YBL017C,-0.73,-0.48,-0.7,0.13,0.46,-0.04,0.3,0.01,0.01,-0.04,-0.28,-0.21,0.35,0.12,0.37,-0.04,0.27,-0.04,0.44,0.07,0.38,-0.1,0.07,-0.3
YBL018C,-0.666432521,0.097845077,0.083112017,-0.3,0.68,-0.47,0.51,-0.45,0.3,-0.45,0.21,-0.21,0.17,-0.01,0.23,-0.146238893,0.05,-0.54,-0.23,0.57,0.34,-0.38,-0.129799624,0.741513944
YBL019W,-0.4,-0.03,-0.16,0.355190972,0.28,-1.19,0.6,-0.75,0.26,-0.7,1.39,-0.45,0.23,-0.06,0.84,-0.315256866,0.07,-0.75,0.55,0.54,1.01,-0.49,-0.4,-0.43
YBL020W,1.07376001,-0.324427432,0.071587783,-0.01439537,0.273115248,0.604076795,-0.255176418,0.912918227,-0.360406856,-0.109077519,-0.293201092,0.849918153,-0.473770021,0.053596807,0.178230051,0.139257228,-0.020154227,0.090084374,0.122172538,-0.27066619,-0.551608612,-0.565807265,-0.904521322,-0.22550489
YBL021C,-0.879215539,0.101707144,-0.030986724,0.32905622,-0.786069016,-0.172615666,-0.332481658,-0.236522256,-0.127233418,0.365828915,-0.120373654,0.198315539,0.765120482,0.291558376,0.665125353,-0.141226513,-0.088047321,-0.079267864,0.77,0.367008406,-0.489861394,-0.77,0.514857713,-0.114677125
YBL022C,0.001738179,-0.54,-0.09,-0.16,-0.34,-0.16,-0.49,-0.05,-0.54,0.02,-0.42,-0.14,-0.44,0.19,-0.22,0.13,0.13,-0.22,0.34,1.21,0.02,0.65,0.7,0.43
YBL023C,0.09,0.22,-0.5,-0.97,-0.47,-0.64,0.79,0.13,1,-0.05,0.33,-0.41,0.04,-0.5,0.22,0.019279163,0.13,-0.31,0.23,1.01,0.73,-0.27,-0.04,-0.79
YBL024W,-0.3478948,0.548414715,0.211134992,0.025190303,0.269822391,-0.053108843,-0.538330277,-0.093596581,0.173217682,0.423319824,-0.466661268,0.127705814,-0.261346552,-0.259356546,0.083855256,0.226095845,0.441566035,0.150653223,-0.170104988,0.030791714,0.037665785,-0.168341229,-0.318916617,-0.071775878
YBL025W,-0.1,-0.22,-0.34,-0.09,0.56,-0.79,0.68,-0.53,0.42,-0.74,-0.2,-0.48,0.29,-0.65,1.25,0.011284508,0.83,-0.45,0.6,0.42,0.98,-0.63,-0.45,-0.36
YBL026W,-0.078526537,-0.109936343,0.153618308,-0.19,0.62,-0.22,0.67,-0.31,0.22,-1.78,-0.03,-0.42,0.16,-0.01,0.24,0.564114545,0.33,-0.04,0.17,0.69,0.17,-0.28,-0.305496919,-0.213773054
YBL027W,0.03,0.4,0.56,0.14,-0.45,0.31,-0.23,0.29,-0.92,0.41,-0.34,0.19,-0.6,0.57,-0.99,-0.02,-0.5,0.29,-0.52,0.29,0.16,0.26,0.21,0.43
YBL028C,-0.033915582,0.85,0.51,-0.09,0.1,0.13,0.54,0.05,-0.51,0.17,0.023945667,0.19,-0.55,-0.29,-0.26,0.29,-0.24,0.1,-0.91,0.59,-0.89,0.02,-0.15,0.36
YBL029W,0.25,0.09,0.08,0.03,-0.28,-0.56,1.44,-0.1,-0.69,-0.62,-0.28,0.28,-0.45,0.98,-0.43,-0.07,-0.12,0.14,-0.12,0.41,0.43,-0.27,-0.15,0.02
YBL030C,-0.001192918,-1.87,-1.33,-0.38,0.47,0.18,1.08,0.27,1.03,0.15,-0.58,0.11,0.58,-0.25,0.04,-0.16,0.2,0,0.46,0.31,0.28,-0.1,-0.3,-0.19
YBL031W,-0.7,0.14,0.59,-0.05,-0.09,-0.84,0.36,-0.34,2.14,-0.44,-0.03,0.34,0.14,0.01,0.05,0.03,0.09,-0.61,0.28,-0.22,0.34,-0.58,-0.5,-0.15
YBL032W,0.05646872,-1.01,0.331289247,0.372234509,-0.024663751,-2.26,0.611901967,-0.191270272,-0.314866914,0.09632258,-0.433798247,-1.197563319,0.319262007,0.155504581,-0.015866462,0.008289272,0.492466569,0.252043242,-0.037516324,3.26,-0.1399068,-0.182267734,-0.316793371,0.168730501
YBL033C,0.25,0.54,0.09,-0.13,-0.62,-0.2,-0.01,0.01,-0.41,-0.01,-0.52,0.07,-0.28,0.13,-0.64,0.13,-0.22,0.23,-0.3,0.01,0.22,0.5,0.38,0.8
